,2026.04.15 15:30:07
时间,电流,目标电流,滤波电流,速度,目标速度,位置,目标位置,外圈位置,扭矩,总线电压,驱动温度,电机温度
2026.04.15 15:30:12:939,-766,0,-873,-284,-360,-15686,0,0,0,47,47,39,
2026.04.15 15:30:12:975,-32,0,-873,-469,-360,-16016,0,0,0,47,47,39,
2026.04.15 15:30:13:017,-71,0,-873,-423,-360,-16407,0,0,0,47,47,39,
2026.04.15 15:30:13:054,-167,0,-873,-450,-360,-16744,0,0,0,47,47,39,
2026.04.15 15:30:13:096,-75,0,-873,-452,-360,-17162,0,0,0,47,47,39,
2026.04.15 15:30:13:139,-566,0,-873,-262,-360,-17539,0,0,0,47,47,39,
2026.04.15 15:30:13:175,-31,0,-873,-514,-360,-17863,0,0,0,47,47,39,
2026.04.15 15:30:13:218,-309,0,-873,-281,-360,-18324,0,0,0,47,47,39,
2026.04.15 15:30:13:254,97,0,-873,-559,-360,-18709,0,0,0,47,47,39,
2026.04.15 15:30:13:297,-260,0,-873,-454,-360,-19087,0,0,0,47,47,39,
2026.04.15 15:30:13:339,-1004,0,-873,-235,-360,-19496,0,0,0,47,47,39,
2026.04.15 15:30:13:375,-56,0,-873,-452,-360,-19863,0,0,0,47,47,39,
2026.04.15 15:30:13:418,-350,0,-873,-346,-360,-20234,0,0,0,47,47,39,
2026.04.15 15:30:13:454,-158,0,-873,-486,-360,-20555,0,0,0,47,47,39,
2026.04.15 15:30:13:497,-839,0,-873,-243,-360,-21006,0,0,0,47,47,39,
2026.04.15 15:30:13:533,-114,0,-873,-470,-360,-21365,0,0,0,47,47,39,
2026.04.15 15:30:13:575,-448,0,-873,-336,-360,-21774,0,0,0,47,47,39,
2026.04.15 15:30:13:618,-976,0,-873,-295,-360,-22197,0,0,0,47,47,39,
2026.04.15 15:30:13:654,-1017,0,-873,-261,-360,-22591,0,0,0,47,47,39,
2026.04.15 15:30:13:697,-137,0,-873,-464,-360,-23004,0,0,0,47,47,39,
2026.04.15 15:30:13:733,-187,0,-873,-491,-360,-23352,0,0,0,47,47,39,
2026.04.15 15:30:13:776,-144,0,-873,-457,-360,-23768,0,0,0,47,47,39,
2026.04.15 15:30:13:812,-303,0,-873,-440,-360,-24107,0,0,0,47,47,39,
2026.04.15 15:30:13:854,-820,0,-873,-281,-360,-24502,0,0,0,47,47,39,
2026.04.15 15:30:13:897,-1375,0,-873,-216,-360,-24908,0,0,0,47,47,39,
2026.04.15 15:30:13:933,-1312,0,-873,-214,-360,-25286,0,0,0,47,47,39,
2026.04.15 15:30:13:976,-450,0,-873,-491,-360,-25656,0,0,0,47,47,39,
2026.04.15 15:30:14:019,-450,0,-873,-491,-360,-25656,0,0,0,47,47,39,
2026.04.15 15:30:14:054,-176,0,-873,-501,-360,-26447,0,0,0,47,47,39,
2026.04.15 15:30:14:097,-305,0,-873,-388,-360,-26850,0,0,0,47,47,39,
2026.04.15 15:30:14:134,-88,0,-873,-498,-360,-27193,0,0,0,47,47,39,
2026.04.15 15:30:14:185,-1395,0,-873,-213,-360,-27641,0,0,0,47,47,39,
2026.04.15 15:30:14:219,-286,0,-873,-493,-360,-28072,0,0,0,47,47,39,
2026.04.15 15:30:07:654,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:07:697,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:07:734,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:07:776,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:07:818,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:07:854,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:07:897,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:07:934,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:07:976,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:018,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:055,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:097,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:133,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:176,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:219,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:255,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:298,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:334,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:377,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:419,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:456,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:498,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:534,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:576,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:619,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:655,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:692,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:735,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:777,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:813,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:855,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:898,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:935,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:08:977,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:013,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:056,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:098,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:135,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:181,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:213,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:256,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:299,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:335,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:378,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:414,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:456,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:499,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:535,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:578,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:614,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:656,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:699,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:735,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:778,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:814,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:857,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:899,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:935,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:09:978,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:014,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:057,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:094,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:136,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:178,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:215,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:257,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:294,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:337,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:379,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:415,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:458,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:500,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:536,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:579,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:615,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:658,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:694,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:737,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:779,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:815,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:858,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:894,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:937,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:10:980,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:11:015,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:11:058,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:11:094,0,0,0,0,0,129694,0,0,0,46,37,32,
2026.04.15 15:30:11:137,0,0,0,0,-400,129694,0,0,0,46,37,32,
2026.04.15 15:30:11:175,-848,0,0,-341,-400,129506,0,0,0,46,37,32,
2026.04.15 15:30:11:215,-816,0,0,-391,-400,129104,0,0,0,46,37,32,
2026.04.15 15:30:11:258,-170,0,0,-480,-400,128555,0,0,0,46,37,32,
2026.04.15 15:30:11:295,-176,0,0,-430,-400,128103,0,0,0,46,37,32,
2026.04.15 15:30:11:337,-227,0,0,-400,-400,127656,0,0,0,46,37,32,
2026.04.15 15:30:11:374,-321,0,0,-360,-380,127268,0,0,0,46,37,32,
2026.04.15 15:30:11:416,-397,0,0,-371,-380,126899,0,0,0,46,37,32,
2026.04.15 15:30:11:459,-522,0,0,-360,-380,126476,0,0,0,46,37,32,
2026.04.15 15:30:11:495,-339,0,0,-381,-360,126090,0,0,0,46,37,32,
2026.04.15 15:30:11:537,-406,0,0,-361,-360,125696,0,0,0,46,37,32,
2026.04.15 15:30:11:574,-399,0,0,-360,-360,125300,0,0,0,46,37,32,
2026.04.15 15:30:11:617,-510,0,0,-340,-360,124905,0,0,0,46,37,32,
2026.04.15 15:30:11:658,-529,0,0,-351,-360,124548,0,0,0,46,37,32,
2026.04.15 15:30:11:695,-460,0,0,-350,-340,124225,0,0,0,46,37,32,
2026.04.15 15:30:11:737,-427,0,0,-360,-340,123816,0,0,0,46,37,32,
2026.04.15 15:30:11:774,-480,0,0,-341,-340,123465,0,0,0,46,37,32,
2026.04.15 15:30:11:817,-607,0,0,-320,-340,123094,0,0,0,46,37,32,
2026.04.15 15:30:11:859,-648,0,0,-331,-340,122696,0,0,0,46,37,32,
2026.04.15 15:30:11:895,-563,0,0,-350,-340,122296,0,0,0,46,37,32,
2026.04.15 15:30:11:938,-558,0,0,-340,-340,121931,0,0,0,46,37,32,
2026.04.15 15:30:11:974,-620,0,0,-329,-340,121576,0,0,0,46,37,32,
2026.04.15 15:30:12:017,-698,0,0,-331,-340,121216,0,0,0,46,37,32,
2026.04.15 15:30:12:059,-698,0,0,-331,-340,121216,0,0,0,46,37,32,
2026.04.15 15:30:12:095,-1927,0,0,-242,-340,120727,0,0,0,46,37,32,
2026.04.15 15:30:12:138,-1678,0,0,-361,-340,120358,0,0,0,46,37,32,
2026.04.15 15:30:12:174,-1110,0,0,-425,-340,119948,0,0,0,46,37,32,
2026.04.15 15:30:12:217,-874,0,0,-391,-340,119469,0,0,0,46,37,32,
2026.04.15 15:30:12:259,-867,0,0,-350,-340,119036,0,0,0,46,37,32,
2026.04.15 15:30:12:296,-968,0,0,-330,-340,118724,0,0,0,46,37,32,
2026.04.15 15:30:12:340,-1022,0,0,-330,-340,118346,0,0,0,46,37,32,
2026.04.15 15:30:12:375,-1583,0,0,-271,-340,118106,0,0,0,46,37,32,
2026.04.15 15:30:12:419,-1312,0,0,-361,-340,117729,0,0,0,46,37,32,
2026.04.15 15:30:12:454,-970,0,0,-390,-340,117307,0,0,0,46,37,32,
2026.04.15 15:30:12:496,-1327,0,0,-300,-340,116970,0,0,0,46,37,32,
2026.04.15 15:30:12:540,-1251,0,0,-341,-340,116587,0,0,0,46,37,32,
2026.04.15 15:30:12:576,-1175,0,0,-350,-340,116253,0,0,0,46,37,32,
2026.04.15 15:30:12:617,-1210,0,0,-361,-340,115892,0,0,0,46,37,32,
2026.04.15 15:30:12:653,-1258,0,0,-351,-360,115521,0,0,0,46,37,32,
2026.04.15 15:30:12:696,-1356,0,0,-341,-360,115097,0,0,0,46,37,32,
2026.04.15 15:30:12:738,-1325,0,0,-361,-360,114715,0,0,0,46,37,32,
2026.04.15 15:30:12:775,-1340,0,0,-361,-360,114388,0,0,0,46,37,32,
2026.04.15 15:30:12:818,-1395,0,0,-350,-360,113965,0,0,0,46,37,32,
2026.04.15 15:30:12:854,-1454,0,0,-351,-360,113588,0,0,0,46,37,32,
2026.04.15 15:30:12:896,-1342,0,0,-370,-360,113192,0,0,0,46,37,32,
2026.04.15 15:30:12:939,-1422,0,0,-350,-360,112769,0,0,0,46,37,32,
2026.04.15 15:30:12:975,-1410,0,0,-361,-360,112419,0,0,0,46,37,32,
2026.04.15 15:30:13:017,-1324,0,0,-370,-360,111984,0,0,0,46,37,32,
2026.04.15 15:30:13:054,-1350,0,0,-361,-360,111598,0,0,0,46,37,32,
2026.04.15 15:30:13:096,-1535,0,0,-340,-360,111226,0,0,0,46,37,32,
2026.04.15 15:30:13:139,-1479,0,0,-361,-360,110812,0,0,0,46,37,32,
2026.04.15 15:30:13:175,-1400,0,0,-370,-360,110449,0,0,0,46,37,32,
2026.04.15 15:30:13:218,-1542,0,0,-340,-360,110048,0,0,0,46,37,32,
2026.04.15 15:30:13:254,-1589,0,0,-350,-360,109667,0,0,0,46,37,32,
2026.04.15 15:30:13:297,-1459,0,0,-381,-360,109278,0,0,0,46,37,32,
2026.04.15 15:30:13:339,-1512,0,0,-361,-360,108858,0,0,0,46,37,32,
2026.04.15 15:30:13:375,-1563,0,0,-361,-360,108520,0,0,0,46,37,32,
2026.04.15 15:30:13:418,-1569,0,0,-361,-360,108132,0,0,0,46,37,32,
2026.04.15 15:30:13:454,-1613,0,0,-350,-360,107792,0,0,0,46,37,32,
2026.04.15 15:30:13:497,-1624,0,0,-350,-360,107378,0,0,0,46,37,32,
2026.04.15 15:30:13:533,-1641,0,0,-351,-360,107028,0,0,0,46,37,32,
2026.04.15 15:30:13:575,-1624,0,0,-361,-360,106632,0,0,0,46,37,32,
2026.04.15 15:30:13:618,-1617,0,0,-360,-360,106198,0,0,0,46,37,32,
2026.04.15 15:30:13:654,-1759,0,0,-344,-360,105843,0,0,0,46,37,32,
2026.04.15 15:30:13:697,-1581,0,0,-381,-360,105363,0,0,0,46,37,32,
